X坐标_m,Y坐标_m,污染物浓度_mg/L
0.0,0.0,2.2616530387064457e-38
13.131313131313131,0.0,7.115117162066902e-38
26.262626262626263,0.0,2.1944039993193233e-37
39.39393939393939,0.0,6.634782563471088e-37
52.525252525252526,0.0,1.9665700596824623e-36
65.65656565656566,0.0,5.71428281459014e-36
78.78787878787878,0.0,1.6277229933167675e-35
91.91919191919192,0.0,4.545299716911051e-35
105.05050505050505,0.0,1.244241081443364e-34
118.18181818181819,0.0,3.338898198827748e-34
131.31313131313132,0.0,8.783245556222686e-34
144.44444444444446,0.0,2.2649393710148625e-33
157.57575757575756,0.0,5.7253795753996615e-33
170.7070707070707,0.0,1.418712868717997e-32
183.83838383838383,0.0,3.44606580577345e-32
196.96969696969697,0.0,8.20517255269236e-32
210.1010101010101,0.0,1.9150634772247655e-31
223.23232323232324,0.0,4.3813313265119495e-31
236.36363636363637,0.0,9.825453706327646e-31
249.4949494949495,0.0,2.1598262681300225e-30
262.62626262626264,0.0,4.653725693217714e-30
275.75757575757575,0.0,9.828665413297847e-30
288.8888888888889,0.0,2.0346802559324587e-29
302.020202020202,0.0,4.128589273253654e-29
315.1515151515151,0.0,8.211209360527243e-29
328.2828282828283,0.0,1.6006949372016909e-28
341.4141414141414,0.0,3.058455088455898e-28
354.54545454545456,0.0,5.727747446177204e-28
367.67676767676767,0.0,1.0513564967256477e-27
380.80808080808083,0.0,1.891458272747318e-27
393.93939393939394,0.0,3.335188963755649e-27
407.0707070707071,0.0,5.7639130535051724e-27
420.2020202020202,0.0,9.763019594786693e-27
433.3333333333333,0.0,1.6207544952965077e-26
446.4646464646465,0.0,2.637019405642451e-26
459.5959595959596,0.0,4.2050313816776953e-26
472.72727272727275,0.0,6.571763475548464e-26
485.85858585858585,0.0,1.0065803883167741e-25
498.989898989899,0.0,1.5110057205842253e-25
512.1212121212121,0.0,2.2229631849722155e-25
525.2525252525253,0.0,3.2051218222810693e-25
538.3838383838383,0.0,4.528983087170732e-25
551.5151515151515,0.0,6.271894102670733e-25
564.6464646464647,0.0,8.51210107841344e-25
577.7777777777778,0.0,1.1321741952299654e-24
590.9090909090909,0.0,1.4757974729672863e-24
604.040404040404,0.0,1.8852811769954138e-24
617.1717171717172,0.0,2.360263098067755e-24
630.3030303030303,0.0,2.89586896289313e-24
643.4343434343434,0.0,3.482018912065093e-24
656.5656565656566,0.0,4.103144729282343e-24
669.6969696969697,0.0,4.738447110940415e-24
682.8282828282828,0.0,5.362767496262822e-24
695.959595959596,0.0,5.948070458538033e-24
709.0909090909091,0.0,6.465441046842902e-24
722.2222222222223,0.0,6.887412059107075e-24
735.3535353535353,0.0,7.190366170526445e-24
748.4848484848485,0.0,7.356722476697571e-24
761.6161616161617,0.0,7.376626185412532e-24
774.7474747474747,0.0,7.248915528594311e-24
787.8787878787879,0.0,6.981233901388966e-24
801.010101010101,0.0,6.5892721943745185e-24
814.1414141414142,0.0,6.095245814378294e-24
827.2727272727273,0.0,5.5258120038949445e-24
840.4040404040404,0.0,4.9096987250007736e-24
853.5353535353536,0.0,4.275336953113726e-24
866.6666666666666,0.0,3.648763194457837e-24
879.7979797979798,0.0,3.051996459170291e-24
892.929292929293,0.0,2.5020080710313586e-24
906.0606060606061,0.0,2.010310546919132e-24
919.1919191919192,0.0,1.5831092693351188e-24
932.3232323232323,0.0,1.221899678376835e-24
945.4545454545455,0.0,9.243593296568382e-25
958.5858585858585,0.0,6.8537853198468365e-25
971.7171717171717,0.0,4.980906410660339e-25
984.8484848484849,0.0,3.5479570721482326e-25
997.979797979798,0.0,2.477104519979668e-25
1011.1111111111111,0.0,1.6951582341553392e-25
1024.2424242424242,0.0,1.1370512622999773e-25
1037.3737373737374,0.0,7.475800362905296e-26
1050.5050505050506,0.0,4.817782103637871e-26
1063.6363636363637,0.0,3.043353283819123e-26
1076.7676767676767,0.0,1.8844181287797706e-26
1089.8989898989898,0.0,1.1437359483810276e-26
1103.030303030303,0.0,6.80458646722261e-27
1116.1616161616162,0.0,3.9683411985806134e-27
1129.2929292929293,0.0,2.2685657359744543e-27
1142.4242424242425,0.0,1.2712546818742289e-27
1155.5555555555557,0.0,6.983228982382939e-28
1168.6868686868686,0.0,3.7603316258534627e-28
1181.8181818181818,0.0,1.9849324026244275e-28
1194.949494949495,0.0,1.027113649733116e-28
1208.080808080808,0.0,5.21012221792988e-29
1221.2121212121212,0.0,2.590820378250048e-29
1234.3434343434344,0.0,1.2629610520435514e-29
1247.4747474747476,0.0,6.0354418578160505e-30
1260.6060606060605,0.0,2.8274684206487904e-30
1273.7373737373737,0.0,1.2985511924322793e-30
1286.8686868686868,0.0,5.846500160645274e-31
1300.0,0.0,2.5805442544278116e-31
0.0,8.080808080808081,1.4521626204520346e-37
13.131313131313131,8.080808080808081,4.570180943576875e-37
26.262626262626263,8.080808080808081,1.4100392082691831e-36
39.39393939393939,8.080808080808081,4.2648686944841105e-36
52.525252525252526,8.080808080808081,1.2646017027618595e-35
65.65656565656566,8.080808080808081,3.6759731655934476e-35
78.78787878787878,8.080808080808081,1.0475099044504513e-34
91.91919191919192,8.080808080808081,2.926225932848162e-34
105.05050505050505,8.080808080808081,8.013423086780434e-34
118.18181818181819,8.080808080808081,2.1512223371911788e-33
131.31313131313132,8.080808080808081,5.661166880334987e-33
144.44444444444446,8.080808080808081,1.4604153688198138e-32
157.57575757575756,8.080808080808081,3.693115426460384e-32
170.7070707070707,8.080808080808081,9.154858085681456e-32
183.83838383838383,8.080808080808081,2.2245835946299065e-31
196.96969696969697,8.080808080808081,5.298833703637183e-31
210.1010101010101,8.080808080808081,1.237206819782385e-30
223.23232323232324,8.080808080808081,2.831592365360217e-30
236.36363636363637,8.080808080808081,6.352453325563739e-30
249.4949494949495,8.080808080808081,1.3969164334513512e-29
262.62626262626264,8.080808080808081,3.0110183521563764e-29
275.75757575757575,8.080808080808081,6.361598053245134e-29
288.8888888888889,8.080808080808081,1.317421339432861e-28
302.020202020202,8.080808080808081,2.6741428255343617e-28
315.1515151515151,8.080808080808081,5.3203687708107775e-28
328.2828282828283,8.080808080808081,1.0375090885523155e-27
341.4141414141414,8.080808080808081,1.9830376113837992e-27
354.54545454545456,8.080808080808081,3.714964975786898e-27
367.67676767676767,8.080808080808081,6.82117411335369e-27
380.80808080808083,8.080808080808081,1.2275527156233907e-26
393.93939393939394,8.080808080808081,2.1651789997343607e-26
407.0707070707071,8.080808080808081,3.7429688644234106e-26
420.2020202020202,8.080808080808081,6.341669204403042e-26
433.3333333333333,8.080808080808081,1.0530578507210052e-25
446.4646464646465,8.080808080808081,1.7137938650789129e-25
459.5959595959596,8.080808080808081,2.733500819447246e-25
472.72727272727275,8.080808080808081,4.272979508767321e-25
485.85858585858585,8.080808080808081,6.546214783301998e-25
498.989898989899,8.080808080808081,9.828665576944669e-25
512.1212121212121,8.080808080808081,1.4462419045130889e-24
525.2525252525253,8.080808080808081,2.085579722322289e-24
538.3838383838383,8.080808080808081,2.9474722145655025e-24
551.5151515151515,8.080808080808081,4.082324476111154e-24
564.6464646464647,8.080808080808081,5.54112855114034e-24
577.7777777777778,8.080808080808081,7.370892689028487e-24
590.9090909090909,8.080808080808081,9.608854085867211e-24
604.040404040404,8.080808080808081,1.227584755519558e-23
617.1717171717172,8.080808080808081,1.536946430453674e-23
630.3030303030303,8.080808080808081,1.8857866633787577e-23
643.4343434343434,8.080808080808081,2.2675269586271714e-23
656.5656565656566,8.080808080808081,2.672010555875686e-23
669.6969696969697,8.080808080808081,3.085671513951995e-23
682.8282828282828,8.080808080808081,3.492104912999628e-23
695.959595959596,8.080808080808081,3.873035337516277e-23
709.0909090909091,8.080808080808081,4.20962095123923e-23
722.2222222222223,8.080808080808081,4.483972113715892e-23
735.3535353535353,8.080808080808081,4.6807178290796277e-23
748.4848484848485,8.080808080808081,4.7884303750905073e-23
761.6161616161617,8.080808080808081,4.8007246439779246e-23
774.7474747474747,8.080808080808081,4.716885058834959e-23
787.8787878787879,8.080808080808081,4.541934424128718e-23
801.010101010101,8.080808080808081,4.286135513036101e-23
