X坐标_m,Y坐标_m,污染物浓度_mg/L
262.62626262626264,0.0,3.1596792917699522e-18
958.5858585858584,8.080808080808081,2.5121547237818055e-13
249.4949494949495,16.161616161616163,1.2966339589043365e-17
709.0909090909091,32.323232323232325,2.73785673130225e-12
971.7171717171716,32.323232323232325,3.619258499471837e-12
525.2525252525253,48.48484848484848,1.1043288551999382e-12
787.8787878787879,48.48484848484848,2.651689523135057e-11
420.2020202020202,64.64646464646465,5.162144285545581e-13
1089.8989898989898,64.64646464646465,3.216953146267772e-11
748.4848484848485,72.72727272727273,2.6143613483870007e-10
1234.3434343434344,88.8888888888889,2.439042345391325e-11
1142.4242424242425,96.96969696969695,3.1592724790713107e-10
1300.0,96.96969696969695,1.0356327446820335e-11
1221.2121212121212,113.13131313131314,2.8557843167631413e-10
354.54545454545456,121.21212121212122,1.5890665688783673e-11
1260.6060606060605,121.21212121212122,2.295262636541651e-10
157.57575757575756,137.37373737373738,4.497175607033513e-14
945.4545454545456,137.37373737373738,9.902308669778329e-08
302.020202020202,145.45454545454547,2.1344863662607243e-11
1273.7373737373737,153.53535353535355,2.128476159521282e-09
328.2828282828283,161.61616161616163,1.7661803254782679e-10
1050.5050505050506,169.69696969696972,4.511201135908881e-07
302.020202020202,185.85858585858588,4.0978074630915814e-10
485.85858585858585,185.85858585858588,8.308655955270723e-08
564.6464646464647,193.93939393939397,7.426580657186309e-07
91.91919191919192,210.1010101010101,3.6622741892096337e-13
735.3535353535353,210.1010101010101,1.8390114986124302e-05
341.4141414141414,218.1818181818182,1.1877517210831284e-08
485.85858585858585,226.26262626262627,1.13360176713148e-06
787.8787878787879,234.34343434343435,0.0001046938578926
170.7070707070707,242.42424242424244,7.108537100230407e-11
13.131313131313131,258.5858585858586,8.949275409329478e-14
1050.5050505050506,258.5858585858586,8.430534320654633e-05
538.3838383838383,266.6666666666667,3.427543935834981e-05
1076.767676767677,274.7474747474748,0.0001163906776269
997.979797979798,282.82828282828285,0.0004556930373279
157.57575757575756,290.90909090909093,3.131869636808512e-10
52.525252525252526,298.989898989899,2.980366543730999e-12
617.1717171717172,307.0707070707071,0.0010351884314168
853.5353535353536,323.23232323232327,0.0059631271412049
919.1919191919192,331.3131313131313,0.0049090240690535
984.8484848484848,331.3131313131313,0.0025437960331335
78.78787878787878,339.39393939393943,3.0140915103574396e-11
498.989898989899,347.4747474747475,0.0003489968382826
236.3636363636364,355.5555555555556,4.5063636628599676e-08
65.65656565656566,363.6363636363637,2.296016578054562e-11
236.3636363636364,371.71717171717177,5.512754211371287e-08
196.96969696969697,379.7979797979799,1.1305361094478902e-08
26.262626262626263,387.8787878787879,3.787261316164957e-12
840.4040404040404,395.959595959596,0.0252522942156924
1129.292929292929,404.040404040404,0.0006152584987207
196.96969696969697,412.1212121212121,1.1811442125795134e-08
892.929292929293,420.2020202020202,0.0149082902677514
761.6161616161617,428.2828282828283,0.0321242887083627
656.5656565656566,436.3636363636364,0.0214753103030995
1181.8181818181818,436.3636363636364,0.0001701418838627
695.959595959596,452.5252525252525,0.0147427224336057
433.3333333333333,460.6060606060606,3.96077714100524e-05
1037.3737373737374,468.6868686868687,0.0012924705001658
1208.080808080808,476.7676767676768,4.580339612931442e-05
827.2727272727273,484.8484848484849,0.0049764393003888
774.7474747474747,492.92929292929296,0.0037710049016683
131.31313131313132,501.010101010101,1.2673867304227208e-10
669.6969696969697,509.0909090909091,0.0009636528669683
52.525252525252526,517.1717171717172,1.7230712074342544e-12
538.3838383838383,525.2525252525253,5.143673737415529e-05
643.4343434343434,533.3333333333334,0.0002066827673099
630.3030303030303,541.4141414141415,0.0001122393064166
380.8080808080808,549.4949494949495,2.454449388687082e-07
879.7979797979798,557.5757575757576,0.0001609036049189
1024.2424242424242,565.6565656565657,3.513549527768296e-05
380.8080808080808,573.7373737373738,6.57686743848791e-08
393.93939393939394,581.8181818181819,6.052723555001546e-08
407.0707070707071,589.89898989899,5.396185345547043e-08
590.9090909090909,589.89898989899,3.440114783480043e-06
223.23232323232324,597.979797979798,6.400432916638831e-11
892.929292929293,606.0606060606061,8.249562738311977e-06
722.2222222222223,614.1414141414142,3.250146807936345e-06
551.5151515151515,630.3030303030304,1.0297648464215856e-07
932.3232323232324,630.3030303030304,1.285963184716694e-06
26.262626262626263,646.4646464646465,3.5968829139193984e-16
118.1818181818182,654.5454545454546,1.5231628490665982e-14
1260.6060606060605,654.5454545454546,1.5997165336231966e-09
118.1818181818182,670.7070707070708,4.216840339715053e-15
341.4141414141414,670.7070707070708,2.0930718611072747e-11
1011.1111111111112,686.868686868687,7.721336271271693e-09
814.1414141414142,694.949494949495,7.643599870176548e-09
866.6666666666666,703.0303030303031,3.7917548720278674e-09
1234.3434343434344,703.0303030303031,5.120547778405095e-11
446.4646464646465,719.1919191919193,5.052790003156575e-12
1168.6868686868686,719.1919191919193,4.3716243817256366e-11
459.5959595959596,727.2727272727274,3.1463670128273946e-12
1129.292929292929,743.4343434343435,7.836751672376317e-12
1155.5555555555557,751.5151515151516,2.1759073144402654e-12
275.7575757575757,759.5959595959597,4.866854699859869e-16
1116.1616161616162,759.5959595959597,1.7676219162483673e-12
577.7777777777778,767.6767676767678,5.034870826254232e-13
682.8282828282828,783.8383838383838,3.4134809699613724e-13
1076.767676767677,783.8383838383838,2.1039265076503215e-13
604.040404040404,800.0,1.853032963791405e-14
